MS SubClass,MS Zoning,Lot Area,Neighborhood,Overall Qual,Year Built,Gr Liv Area,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Garage Cars,Garage Area,SalePrice
60,RL,10560,SawyerW,7,1993,1879,1,2,3,2,473,239900
60,RL,9828,SawyerW,8,1995,2020,0,2,3,2,466,239500
70,RL,26400,SawyerW,5,1880,2016,0,1,4,2,576,131000
90,RL,7018,SawyerW,5,1979,1535,0,2,4,2,410,118964
90,RL,7018,SawyerW,5,1979,1224,2,0,2,2,528,153337
90,RL,7018,SawyerW,5,1979,2228,0,2,6,2,720,147983
90,RL,7018,SawyerW,5,1979,1535,0,2,4,2,400,118858
90,RL,7018,SawyerW,5,1979,1535,0,2,4,2,400,118858
90,RL,7018,SawyerW,5,1979,2240,0,2,6,2,528,142953
90,RL,7040,SawyerW,5,1979,1229,2,0,2,2,672,148325
90,RL,7007,SawyerW,5,1979,1513,0,2,4,2,400,113722
90,RL,11855,SawyerW,7,2000,2787,2,4,6,4,820,269500
90,RL,7939,SawyerW,7,2000,2787,2,4,6,4,820,269500
90,RL,7976,SawyerW,7,2000,2787,2,4,6,4,820,269500
20,RL,10933,CollgCr,9,2009,1680,1,1,1,3,1138,323262
20,RL,10637,CollgCr,8,2007,1718,1,2,3,3,826,297000
20,RL,10226,CollgCr,8,2008,1630,1,2,3,3,860,295493
20,RL,10816,CollgCr,9,2008,1720,1,2,3,3,846,332000
20,RL,9178,CollgCr,8,2008,1468,0,2,3,3,904,239900
60,RL,10769,CollgCr,8,2007,1768,0,2,3,2,578,212000
20,RL,11422,CollgCr,8,2007,1838,1,2,3,2,524,272500
20,RL,11923,CollgCr,9,2007,1800,0,2,2,2,702,239000
20,RL,8814,CollgCr,7,2006,1604,1,2,3,2,660,220000
20,RL,6762,CollgCr,7,2007,1290,1,2,2,2,662,200000
20,RL,10324,CollgCr,8,2008,1254,1,2,2,3,810,221800
20,RL,7314,CollgCr,7,2007,1232,1,2,2,2,632,194500
20,RL,11645,CollgCr,8,2005,1498,0,2,3,3,844,237000
60,RL,11646,CollgCr,6,2005,1422,0,2,3,2,440,173000
80,RL,12800,SawyerW,7,1989,1644,1,2,2,2,569,275000
60,RL,16698,ClearCr,7,1992,1759,1,2,3,2,525,233500
60,RL,28698,ClearCr,5,1967,2126,0,2,3,2,538,185000
20,RL,12464,CollgCr,5,1996,1040,1,1,3,2,576,152000
20,RL,9757,CollgCr,5,1994,990,1,1,3,1,440,143000
60,RL,15426,CollgCr,6,1997,1764,1,2,3,2,470,231500
60,RL,10667,CollgCr,7,1996,1661,1,2,3,2,550,212000
20,RL,14753,CollgCr,7,1998,1463,1,2,3,2,539,207000
20,RL,10859,CollgCr,5,1994,1097,0,1,3,2,672,145000
20,RL,8072,CollgCr,5,1994,990,1,1,3,2,480,138000
60,RL,10400,CollgCr,7,1998,1779,0,2,3,2,546,197900
20,RL,10335,CollgCr,7,1999,1501,1,2,3,2,577,204000
20,RL,9017,CollgCr,7,1999,1431,1,2,3,2,666,192000
60,RL,8750,CollgCr,6,1998,1772,1,2,3,2,492,200000
60,RL,8935,CollgCr,7,2002,1660,0,2,3,2,493,195000
20,RL,9808,CollgCr,7,2002,1573,1,2,3,2,544,227000
60,RL,12420,CollgCr,7,2001,1840,1,2,3,2,622,230000
20,RL,16285,CollgCr,7,2001,1430,0,2,3,2,605,187100
20,RL,10739,CollgCr,7,2002,1444,1,2,3,2,577,203000
20,RL,11166,CollgCr,7,2001,1492,0,2,3,2,608,201000
20,RL,8430,CollgCr,5,1978,1040,0,2,3,0,0,124000
20,RL,16269,CollgCr,5,1978,907,0,1,3,1,343,140000
20,RL,6950,CollgCr,5,1979,914,1,1,2,2,444,134900
20,RL,8800,CollgCr,5,1977,1040,0,2,3,2,484,150500
20,RL,7000,CollgCr,5,1978,864,1,1,3,1,336,136500
20,RL,9286,CollgCr,5,1977,1268,0,1,3,1,252,143500
20,RL,15523,CollgCr,5,1972,864,1,1,3,1,338,133500
20,RL,7200,CollgCr,5,1972,894,0,1,2,2,600,123000
85,RL,7200,CollgCr,5,1972,768,0,1,2,1,396,133900
85,RL,8445,CollgCr,5,1972,768,1,1,2,2,396,133000
20,RL,11664,CollgCr,7,2002,1611,1,2,3,3,1231,250000
60,RL,12334,CollgCr,8,2003,2184,0,2,4,2,570,254750
20,RL,11838,CollgCr,8,2001,1788,0,2,3,2,522,236500
60,RL,11885,CollgCr,8,2001,1872,1,2,3,2,531,261500
60,RL,11050,CollgCr,9,2000,2153,1,2,3,3,736,313000
60,RL,8749,CollgCr,7,2002,1725,0,2,3,2,550,198500
60,RL,11250,CollgCr,7,2001,1870,0,2,3,2,608,211000
20,RL,15750,CollgCr,8,1999,1513,1,2,2,2,521,220000
20,RL,11883,CollgCr,7,1996,1504,1,2,3,2,478,203000
20,RL,12782,CollgCr,8,2002,1828,1,2,3,2,523,279500
20,RL,8750,CollgCr,7,1997,1417,1,2,3,2,511,210000
60,RL,9375,CollgCr,7,1997,2034,1,2,3,2,645,219500
60,RL,8750,CollgCr,7,1996,1716,0,2,2,2,512,191000
20,RL,9100,CollgCr,7,2001,1212,0,2,3,2,573,178000
20,RL,9750,CollgCr,7,2000,1630,0,2,3,2,451,213000
120,RM,4435,CollgCr,6,2003,848,1,1,1,2,420,144000
120,RM,4435,CollgCr,6,2003,848,1,1,1,2,420,140000
20,RL,10200,CollgCr,8,2007,1602,1,2,3,3,810,293200
60,RL,9313,CollgCr,7,2004,1728,0,2,3,2,572,190000
20,RL,8487,CollgCr,7,2004,1500,0,2,3,2,570,190000
60,RL,8633,CollgCr,6,2005,1476,1,2,3,2,540,173500
60,RL,11069,CollgCr,6,2007,1396,0,2,3,2,440,170000
20,RL,8777,Edwards,4,1949,1126,0,2,2,2,520,108000
20,RL,9937,Edwards,5,1964,1486,1,1,3,2,480,167000
20,RL,8877,Edwards,4,1938,816,1,1,2,1,288,100000
85,RL,7301,Edwards,7,2003,1922,0,3,4,2,672,198500
60,RL,7950,Edwards,6,1977,1426,0,1,3,2,440,159500
20,RL,10682,Edwards,4,1960,1149,1,1,3,1,544,127000
80,RL,7200,Edwards,6,1976,1125,1,1,3,1,352,125000
20,RL,13286,Edwards,9,2007,1698,1,2,3,3,768,320000
180,RM,3675,Edwards,6,2005,1072,1,1,2,2,525,145500
20,RL,9405,Edwards,5,1947,698,0,1,2,0,0,118000
20,RL,6410,Edwards,4,1959,876,0,1,3,1,320,85000
20,RL,11767,Edwards,5,1950,1368,1,1,3,1,195,120000
50,RL,8405,Edwards,4,1945,1529,0,2,4,1,240,98000
30,RL,4060,Edwards,5,1922,864,0,1,2,0,0,99900
20,RL,10206,Edwards,3,1952,944,0,1,2,2,528,82000
90,RL,10926,Edwards,5,1959,1678,0,2,6,0,0,119900
20,RL,11767,Edwards,5,1956,1560,0,1,2,1,313,103500
20,RL,8926,Edwards,4,1956,960,0,1,3,1,288,112000
50,RL,12354,Edwards,6,1920,1196,0,1,3,2,528,110000
50,RL,8212,Edwards,5,1941,1298,0,1,3,1,256,122000
50,RL,10998,Edwards,5,1941,1604,0,2,3,2,660,117000
50,RH,6300,SWISU,5,1938,1268,0,1,3,1,250,160000
50,RH,4500,SWISU,5,1932,1520,0,1,3,1,281,159434
30,RL,8400,SWISU,2,1920,438,0,1,1,1,246,60000
50,RL,9900,SWISU,6,1940,1489,0,2,3,1,240,139500
75,RL,15863,SWISU,7,1920,3082,1,2,5,2,672,197000
70,RL,5707,SWISU,6,1935,1242,0,1,3,1,180,105000
50,RL,7804,SWISU,4,1928,1981,1,2,4,2,576,135000
30,RL,8574,Crawfor,6,1916,1232,0,1,3,2,440,147500
50,RL,6171,SWISU,6,1925,1608,0,2,3,1,216,137450
70,RL,7200,SWISU,7,1936,1135,1,1,3,2,576,155000
50,RL,7558,Crawfor,6,1928,1913,0,1,3,2,342,177000
50,RL,6292,SWISU,7,1928,1477,0,2,3,1,216,145000
70,RL,7155,Crawfor,7,1918,1228,0,1,3,1,215,137000
70,RL,10918,Crawfor,7,1926,2080,0,1,3,1,282,234000
50,RL,13680,Crawfor,5,1940,1567,1,1,2,2,440,205000
70,RL,7500,Crawfor,6,1942,1494,0,1,3,1,213,177500
50,RL,9600,Crawfor,5,1940,1308,1,1,2,1,256,160000
20,RL,14680,Crawfor,5,1960,1273,0,1,2,1,307,155000
30,RL,13360,Crawfor,5,1921,964,1,1,2,2,432,163500
50,RL,7681,Crawfor,5,1921,1343,0,1,3,1,186,154900
90,RL,8145,Crawfor,7,1940,2480,0,2,5,2,400,205000
20,RL,9100,Crawfor,5,1954,1112,1,1,2,1,390,144800
70,RL,12000,Crawfor,7,1941,1564,0,1,3,1,234,174500
20,RL,13339,Crawfor,6,1960,1561,1,2,3,2,463,193000
50,RL,15600,Crawfor,5,1949,1523,1,2,3,1,295,158000
20,RL,14000,Crawfor,6,1950,1152,0,1,3,1,300,158500
20,RL,17500,Crawfor,6,1954,1906,1,1,3,2,576,224000
160,RM,1733,Blueste,6,1980,1032,0,1,2,2,452,115000
160,RM,1488,Blueste,6,1980,1229,1,1,2,2,462,137000
160,RM,1612,Blueste,6,1980,1229,0,1,2,2,462,121000
160,RM,1300,Blueste,6,1980,1229,0,1,2,2,462,124000
80,RL,13607,Crawfor,6,1986,1982,1,2,3,2,501,208000
20,RL,17597,Crawfor,7,1971,2365,1,2,3,2,551,315000
20,RL,21695,Crawfor,6,1988,1680,1,2,3,2,540,222000
70,RM,10690,IDOTRR,5,1920,1344,0,1,3,1,468,147000
70,RM,8660,IDOTRR,5,1900,2168,0,2,5,2,576,123000
70,RM,6402,IDOTRR,5,1920,1192,0,1,3,1,189,78000
50,C (all),8470,IDOTRR,3,1915,1526,0,1,2,0,0,85000
30,C (all),10200,IDOTRR,4,1925,572,0,1,2,1,200,75000
120,RM,3843,Crawfor,8,2007,1648,1,2,2,2,482,230000
30,I (all),21780,IDOTRR,2,1910,810,0,1,1,1,280,57625
60,RL,10125,Mitchel,8,2000,2052,0,2,3,3,642,251000
50,RL,12822,Mitchel,7,2003,2149,1,1,1,2,670,239686
20,RL,12118,Mitchel,7,2004,1710,0,2,3,2,550,240000
60,RL,12209,Mitchel,6,2001,1961,1,2,3,2,560,215000
85,RL,9750,Mitchel,6,1977,926,1,1,2,1,351,156450
85,RL,9360,Mitchel,6,1977,1287,1,1,2,2,541,173000
90,RL,10125,Mitchel,5,1977,1734,0,2,4,2,539,126000
80,RL,9947,Mitchel,7,1990,1217,1,2,3,2,497,173000
20,RL,11070,Mitchel,5,1991,1595,1,2,2,2,672,152000
20,RL,14375,Timber,6,1958,1344,0,1,3,2,525,137500
20,RL,215245,Timber,7,1965,2036,2,2,3,2,513,375000
20,RL,12898,Timber,9,2007,1620,1,2,2,3,912,315500
60,RL,13159,Timber,7,2009,1692,0,2,3,2,650,224500
20,RL,13438,Timber,9,2008,2036,1,2,3,3,780,410000
20,RL,14463,Timber,9,2008,1641,1,2,3,3,885,316500
20,RL,8925,Timber,8,2007,1466,0,2,3,3,610,201000
20,RL,11457,Timber,6,1988,1412,1,2,3,2,576,175000
60,RL,9839,Timber,6,1980,2237,0,2,3,2,440,204000
80,RL,14419,Timber,7,1987,1479,2,2,3,2,578,213500
20,RL,6853,Timber,8,2001,1296,1,2,2,2,471,220000
60,RL,9157,Timber,7,2003,2014,0,2,3,2,486,170000
20,RL,14601,Timber,9,2006,1838,1,2,2,3,765,315000
20,RL,12633,Timber,9,2007,1978,1,2,2,3,920,425000
20,RL,12518,Mitchel,5,1968,1008,0,1,3,1,384,139500
20,RL,21750,Mitchel,5,1960,1771,0,1,3,2,336,115000
120,RM,4500,Mitchel,6,1998,1204,1,2,2,2,412,162000
120,RM,4500,Mitchel,6,1999,1224,1,2,2,2,402,165000
180,RM,1596,MeadowV,4,1973,988,1,1,2,1,297,91000
20,RL,9858,Mitchel,5,1968,874,1,1,3,1,288,130000
180,RM,1526,MeadowV,4,1970,630,1,1,1,1,286,86000
20,RL,13383,Mitchel,5,1969,1404,0,2,3,2,504,160000
180,RM,1477,MeadowV,4,1970,630,1,1,1,1,286,80000
160,RM,1533,MeadowV,4,1970,1344,0,1,3,0,0,97000
160,RM,2217,MeadowV,4,1970,1092,0,1,3,1,286,88000
85,RL,7689,Mitchel,5,1972,796,0,1,2,1,336,131900
80,RL,7706,Mitchel,6,1993,1091,0,1,2,1,429,131250
85,RL,9101,Mitchel,5,1978,1110,1,1,1,2,602,165500
20,RL,8780,Mitchel,5,1985,833,1,1,3,0,0,112000
85,RL,7669,Mitchel,5,1992,883,1,1,2,2,698,149000
50,RL,14115,Mitchel,5,1993,1362,1,1,1,2,480,143000
60,RL,10429,Mitchel,5,1992,1287,0,1,3,2,440,130000
20,RL,9819,Mitchel,6,1977,1567,1,2,2,2,714,196000
60,RL,10457,Mitchel,5,1969,1632,0,1,4,2,898,173000
20,RL,11029,NAmes,6,1958,1414,1,1,3,2,601,176500
20,RL,12925,NAmes,6,1970,2117,0,2,4,2,550,237500
60,RL,11075,NAmes,6,1969,2112,0,2,4,2,576,206900
60,RL,8702,Gilbert,6,1997,1604,0,2,3,2,470,187500
60,RL,8139,Gilbert,6,1995,1470,0,2,3,2,420,165000
60,RL,9535,Gilbert,6,1998,1604,0,2,3,2,472,195500
60,RL,9042,Gilbert,6,1998,1638,1,2,3,2,472,192000
60,RL,15038,Gilbert,6,1996,1636,0,2,3,2,386,173000
20,RL,14137,Gilbert,5,1996,1384,1,2,3,2,404,177900
60,RL,21872,Gilbert,7,1996,1446,0,2,3,2,406,175000
120,RL,4923,StoneBr,8,2001,1593,1,1,0,2,682,286000
120,RL,6264,StoneBr,8,1997,1682,1,1,1,2,528,247900
120,RL,5395,StoneBr,8,1993,1337,1,2,2,2,462,180000
120,RL,5070,StoneBr,8,1992,1280,0,2,2,2,506,180000
60,RL,10839,Gilbert,6,1997,1604,0,2,3,2,470,181000
60,RL,11184,Gilbert,6,1998,1633,0,2,3,2,460,183000
60,RL,8000,Gilbert,6,1995,1658,1,2,3,2,431,188000
60,RL,10832,Gilbert,7,1994,1895,0,2,3,2,409,194500
60,RL,14067,Gilbert,6,1991,1709,1,2,3,2,416,185000
120,RL,4671,StoneBr,8,1988,1228,1,2,2,2,472,189000
120,RL,5950,StoneBr,8,1989,1337,1,2,2,2,462,188500
60,RL,13543,StoneBr,8,2005,2500,0,3,5,3,683,355000
60,RL,11198,StoneBr,9,2005,2504,0,2,4,3,656,325000
20,RL,15401,StoneBr,9,2004,1884,1,2,2,3,670,387000
20,RL,31220,Gilbert,6,1952,1474,0,1,3,2,495,115000
120,RL,8118,StoneBr,9,2007,1710,1,2,2,2,557,334000
20,RL,47280,Gilbert,6,1950,1488,0,2,3,2,738,133000
60,RL,20544,NWAmes,7,1986,2093,0,2,3,2,542,215000
20,RL,12680,NWAmes,7,1988,1688,1,2,2,2,528,226500
20,RL,12090,NWAmes,6,1981,1422,0,2,3,2,576,175500
20,RL,10825,NWAmes,7,1983,1260,1,2,3,2,598,181900
20,RL,18559,NWAmes,7,1978,2064,1,2,3,2,550,235000
20,RL,14450,NWAmes,7,1979,1782,0,2,3,2,551,220000
60,RL,12227,NWAmes,6,1977,2872,1,2,4,2,619,272000
20,RL,13068,NWAmes,6,1976,1211,1,2,3,2,461,161000
20,RL,15611,NWAmes,5,1977,1126,0,2,3,2,540,175000
60,RL,10400,NWAmes,7,1980,2044,0,2,3,2,489,185000
60,RL,9743,NWAmes,5,1969,1308,0,1,3,2,484,146900
60,RL,12511,NWAmes,7,1978,2840,0,2,4,4,1314,292500
20,RL,11361,NWAmes,6,1976,1523,0,2,3,2,478,180000
20,RL,10400,NWAmes,6,1976,1444,0,2,2,2,473,159900
60,RL,10480,NWAmes,7,1976,1964,0,2,4,2,483,205000
20,RL,10000,NWAmes,5,1973,1178,0,1,3,2,439,157000
60,RL,14311,NWAmes,8,1996,2340,1,2,4,3,787,306000
90,RL,9000,NAmes,5,1974,1792,0,2,4,2,480,133000
20,RL,9750,NAmes,6,1969,1054,1,1,3,2,460,151000
20,RL,10295,NAmes,4,1969,936,0,1,2,1,288,111900
20,RL,7560,NAmes,5,1971,864,1,1,3,2,576,123000
20,RL,12735,NAmes,4,1972,864,0,1,3,2,576,111250
120,RH,4060,NAmes,6,1998,1337,1,2,2,2,511,181000
160,RM,1680,BrDale,6,1973,987,0,1,2,1,264,103400
160,RM,1680,BrDale,6,1973,987,1,1,2,1,264,100000
160,RM,1890,BrDale,6,1972,987,0,1,2,1,352,100500
160,RM,1869,BrDale,6,1970,987,0,1,2,1,280,106000
160,RM,1680,BrDale,6,1971,987,0,1,2,1,264,85400
160,RM,1680,BrDale,6,1971,987,0,1,2,1,264,89500
160,RM,1680,BrDale,5,1972,1302,0,2,3,1,264,111750
120,RL,4043,NPkVill,6,1977,1069,0,2,2,2,440,140000
160,RL,2308,NPkVill,6,1975,1456,0,2,4,2,460,143000
120,RL,2529,NPkVill,7,1977,1055,0,2,2,2,440,148500
20,RL,9477,NAmes,5,1966,892,0,1,3,1,264,110000
20,RL,12444,NridgHt,8,2008,1932,1,2,2,3,774,394617
60,RL,12474,NridgHt,10,2007,2332,1,2,3,3,846,426000
20,RL,14803,NridgHt,10,2007,2084,1,2,2,3,1220,385000
60,RL,14948,NridgHt,9,2008,2713,1,2,3,3,858,446261
20,RL,12704,NridgHt,8,2007,1582,1,2,3,3,905,317500
20,RL,13891,NridgHt,8,2007,1710,1,2,2,3,866,372402
20,RL,13693,NridgHt,8,2007,2464,1,2,4,3,650,417500
20,RL,14418,NridgHt,9,2007,1950,1,2,2,3,706,383000
60,RL,13418,NridgHt,9,2006,2748,1,2,4,3,850,390000
60,RL,12539,NridgHt,10,2005,2790,1,2,4,4,1150,460000
60,RL,12151,NridgHt,9,2005,2331,1,2,3,3,1003,379000
60,RL,8899,NridgHt,8,2007,2088,0,2,4,3,656,250000
60,RL,10574,NridgHt,8,2004,2332,1,2,4,3,756,316000
20,RL,12720,NridgHt,10,2003,2470,2,1,1,3,789,615000
60,RL,13688,NridgHt,9,2003,2668,1,2,3,3,726,412500
60,RL,10625,NridgHt,7,2003,2046,1,2,3,3,871,284000
20,RL,10845,NridgHt,8,2003,1575,1,2,2,3,732,284000
60,RL,16900,NridgHt,8,2001,2649,1,2,4,3,746,421250
60,RL,16451,NridgHt,8,2003,2690,0,2,4,3,795,370000
120,RL,10110,NridgHt,9,2008,1866,1,2,2,3,870,336860
120,RL,8769,NridgHt,9,2008,1702,1,1,1,3,1052,367294
120,RL,12304,NridgHt,7,2005,1367,0,2,2,2,484,192000
120,RL,12677,NridgHt,8,2003,1518,0,1,1,2,588,274000
120,RL,8849,NridgHt,9,2005,1684,0,2,2,2,564,266000
120,RL,8232,NridgHt,9,2007,1800,1,2,2,3,944,370967
120,RL,6240,NridgHt,8,2006,1342,1,2,2,2,550,234250
120,RL,6240,NridgHt,8,2006,1342,0,2,2,2,550,219500
160,RL,2448,NridgHt,7,2003,1626,0,2,2,2,474,155000
160,RL,2448,NridgHt,7,2003,1626,1,2,2,2,474,154000
120,RM,8198,NridgHt,7,2004,1358,1,2,2,2,484,207000
120,RL,3940,Blmngtn,7,2003,1455,1,2,2,3,644,195000
120,RM,3940,Blmngtn,7,2004,1576,1,2,2,3,668,219990
120,RL,3182,Blmngtn,7,2005,1504,0,2,2,2,437,191000
20,RL,3182,Blmngtn,7,2007,1266,0,2,2,2,388,159895
20,RL,3710,Blmngtn,7,2007,1246,0,2,2,2,428,187687
60,RL,9024,Gilbert,6,2004,1515,0,2,3,2,393,179000
60,RL,7415,Gilbert,6,2004,1593,1,2,3,2,398,193000
80,RL,9587,Gilbert,7,2005,1166,1,2,2,2,400,190000
60,RL,8029,Gilbert,6,2005,1456,0,2,3,2,400,176000
60,RL,8010,Gilbert,7,2002,1720,0,2,3,2,400,188000
60,RL,8396,Gilbert,7,2003,1986,0,2,4,2,434,213000
120,RL,7301,NridgHt,7,2007,1358,1,2,2,2,484,217300
60,RL,10261,Gilbert,6,2000,1792,1,2,3,2,451,186500
60,RL,8220,Gilbert,7,2000,1892,0,2,3,2,431,226750
60,RL,15384,Gilbert,7,2004,1490,1,2,3,2,388,184000
60,RL,7750,Gilbert,7,2002,1414,0,2,3,2,403,176000
60,RL,12460,Gilbert,7,1999,2322,0,2,4,2,400,225000
60,RL,8390,Gilbert,7,1999,1651,0,2,3,2,450,185900
75,RL,9660,NoRidge,8,1997,2199,0,2,3,2,516,284500
60,RL,9200,NoRidge,8,1998,2630,1,2,4,3,696,315000
60,RL,14260,NoRidge,8,2000,2198,1,2,4,3,836,250000
60,RL,11000,NoRidge,9,2000,2172,0,2,4,3,687,291000
20,RL,11675,NoRidge,8,1998,2006,1,2,2,3,938,350000
60,RL,10990,NoRidge,7,1996,2125,1,2,4,2,576,279500
60,RL,11929,NoRidge,8,1995,2501,0,2,4,3,751,290000
20,RL,10437,NoRidge,8,1995,2113,1,2,2,3,839,350000
60,RL,10542,NoRidge,7,1993,2418,1,2,3,3,983,341000
60,RL,10010,NoRidge,7,1993,2197,1,2,4,3,783,287500
60,RL,10944,NoRidge,7,1994,2127,1,2,3,2,525,271000
20,RL,14303,NoRidge,8,1994,1987,1,2,2,2,691,301500
20,RL,11932,Somerst,8,2007,1580,0,2,3,3,830,235128
60,RL,14598,Somerst,6,2007,1933,0,2,4,3,668,214000
20,RL,11957,Somerst,8,2006,1574,0,2,3,3,824,232000
20,RL,13253,Somerst,7,2006,1578,1,2,3,3,642,240000
20,RL,14587,Somerst,9,2008,1506,0,2,2,2,592,264132
20,RL,10206,Somerst,8,2007,1563,0,2,3,3,758,245000
20,RL,12274,Somerst,7,2008,1428,0,2,3,2,554,227680
60,RL,9801,Somerst,8,2007,1861,0,3,3,3,851,257000
60,RL,9428,Somerst,8,2007,1874,1,2,3,3,880,297900
20,RL,10037,Somerst,8,2006,1460,0,2,3,2,480,247000
20,FV,8640,Somerst,8,2007,1372,0,2,3,2,588,212700
20,FV,8640,Somerst,7,2007,1372,0,2,3,2,529,250580
20,FV,11639,Somerst,7,2007,1428,0,2,3,2,480,182000
60,FV,9803,Somerst,7,2005,1768,0,2,3,2,603,226700
60,FV,9375,Somerst,8,2003,1992,0,2,3,2,648,250000
60,FV,10625,Somerst,7,2005,1958,0,2,3,3,936,250000
60,FV,10800,Somerst,8,2007,2078,1,2,3,3,836,339750
60,FV,8125,Somerst,7,2007,1665,0,2,3,2,562,205950
20,FV,10625,Somerst,8,2007,1660,0,2,3,3,660,256000
20,FV,7500,Somerst,7,2007,1218,1,2,2,2,462,230348
60,FV,8791,Somerst,6,2003,1728,0,2,3,2,673,207500
20,RL,7500,SawyerW,7,2004,1080,1,1,3,0,0,141000
60,RL,10110,SawyerW,6,2003,1696,1,2,3,2,542,188000
60,RL,12774,SawyerW,7,2003,1663,0,2,3,2,478,192500
20,RL,13072,SawyerW,6,2005,1175,1,1,3,0,0,146000
20,RL,13695,SawyerW,5,2004,1114,1,1,3,2,576,159000
20,RL,13695,SawyerW,6,2003,1114,1,1,3,2,576,155000
60,RL,8366,SawyerW,6,2004,1640,0,2,3,2,520,173000
20,RL,9260,SawyerW,7,2007,1162,0,2,3,2,483,170000
60,RL,8453,SawyerW,6,1995,1609,0,2,3,2,525,182000
60,RL,8480,SawyerW,6,1993,1680,0,2,3,2,474,163000
20,RL,8125,SawyerW,6,1994,1679,1,2,3,2,575,193500
60,RL,14565,SawyerW,7,1994,1657,0,2,3,2,483,189000
60,RL,8450,SawyerW,6,2001,1677,1,2,3,2,627,190500
60,RL,8285,SawyerW,7,1992,1737,0,2,3,2,506,175000
20,RL,7153,SawyerW,6,1991,1294,1,2,3,2,496,179200
60,RL,9291,SawyerW,6,1993,1710,0,2,3,2,506,187000
120,RL,8012,SawyerW,6,1993,1617,1,2,2,2,533,193000
120,RL,7892,SawyerW,6,1993,1199,0,2,2,2,530,153900
20,RL,9100,Sawyer,5,1963,984,1,1,3,1,384,128000
20,RL,12968,Sawyer,5,1962,912,1,1,2,1,352,144000
20,RL,8100,Sawyer,5,1961,864,1,1,3,1,420,135000
190,RL,8450,Sawyer,5,1968,890,1,1,3,1,308,115000
20,RL,6360,Sawyer,5,1963,864,0,1,3,1,276,119916
20,RL,6768,Sawyer,6,1961,912,1,1,3,1,288,142000
20,RL,19508,Veenker,6,1974,1430,0,2,3,2,484,192000
50,RL,10759,Sawyer,5,1972,1641,0,2,4,2,490,140000
60,RL,9205,NoRidge,6,1990,2683,1,2,4,2,473,290000
60,RL,11025,NoRidge,9,1993,2786,1,2,4,2,636,372500
120,FV,4282,Somerst,7,2004,1391,0,2,2,2,530,196000
160,FV,4017,Somerst,7,2006,1250,0,2,2,2,625,171900
120,FV,3435,Somerst,7,2004,1245,0,2,1,2,495,178000
160,FV,3180,Somerst,6,2005,1200,1,2,2,2,480,165000
160,FV,3180,Somerst,7,2007,1392,0,2,2,2,540,146000
160,FV,3604,Somerst,7,2007,1392,0,2,2,2,540,146000
160,FV,2280,Somerst,7,1999,1501,0,2,3,2,440,179400
160,FV,2280,Somerst,6,1999,1549,1,2,3,2,440,172900
120,FV,4765,Somerst,9,2000,1638,1,2,2,2,495,300000
120,FV,4538,Somerst,9,2001,1310,1,1,1,2,545,285000
120,FV,4385,Somerst,9,2001,1419,1,1,2,2,588,290000
120,FV,4109,Somerst,9,1999,1557,1,2,2,2,484,305000
120,FV,5119,Somerst,9,1999,1709,1,2,2,2,506,328900
160,FV,2160,Somerst,7,1999,1252,1,2,2,2,462,160000
160,FV,2160,Somerst,7,1999,1404,1,2,3,2,462,170000
60,FV,10646,Somerst,7,2001,1789,1,2,3,2,546,223000
160,FV,2645,Somerst,8,1999,1586,1,2,3,2,480,170000
160,FV,2645,Somerst,8,1999,1607,1,2,3,2,480,200000
160,FV,3951,Somerst,10,1998,2393,1,2,2,2,846,345000
120,RL,14963,Veenker,8,1996,1288,1,1,1,2,500,245500
120,RL,11064,Veenker,8,1995,1239,1,1,1,2,477,217500
120,RL,10846,Veenker,8,1993,1719,2,1,1,2,473,324000
20,RL,11120,Veenker,6,1984,1232,0,2,3,2,516,162500
60,RL,24572,Veenker,9,1977,2944,0,2,3,3,864,150000
20,RL,16280,Veenker,8,1976,1671,1,3,3,2,550,290000
60,FV,7500,Somerst,7,2002,1812,0,2,3,2,469,205000
20,RL,10400,NWAmes,7,1970,1682,0,2,3,2,530,174000
80,RL,11104,NWAmes,6,1969,1427,0,2,4,2,516,183000
20,RL,11050,NWAmes,6,1968,1740,0,1,4,2,512,150000
20,RL,11040,NWAmes,6,1971,1258,0,2,3,2,528,145000
20,RL,15387,NWAmes,7,1967,1620,0,2,4,2,578,215000
90,RL,9750,NWAmes,5,1965,1625,0,2,4,2,484,140500
60,RL,10800,NWAmes,6,1974,2614,0,2,4,2,624,240000
60,RL,8814,NAmes,5,1968,1464,0,1,4,2,470,141000
20,RL,8872,NAmes,5,1965,912,1,1,2,2,576,147000
20,RL,8125,NAmes,5,1965,925,1,1,3,2,576,135000
90,RL,11072,NAmes,5,1965,1728,0,2,6,2,576,145000
90,RL,13101,NAmes,5,1965,1728,0,2,6,2,576,142600
90,RL,9246,NWAmes,5,1973,1656,0,2,4,2,506,135000
60,RL,13355,NWAmes,7,1971,1670,0,1,4,2,464,170000
60,RL,8963,NWAmes,8,1976,2715,0,3,4,2,831,299800
60,RL,9120,NWAmes,6,1974,1876,0,2,4,2,540,185000
60,RL,9130,NWAmes,6,1966,1632,0,1,4,2,484,173000
85,RL,12122,NAmes,7,1961,999,1,1,3,2,588,178400
60,RL,9900,NWAmes,7,1968,1978,0,2,4,2,486,176000
20,RL,7785,NAmes,5,1956,1014,0,1,2,1,267,98000
